Property,External_Test_Source,Train_Records,External_Test_Records,Train_Compositions,External_Test_Compositions,Composition_Overlap,MAE_MPa,RMSE_MPa,R2
YS,Paper_13,1796,136,610,120,0,321.8072891325109,368.87676916243123,-8.875069416100438
