candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Ensemble_Min_MPa,YS_Ensemble_Max_MPa,YS_Ensemble_Difference_MPa,YS_Normalized,UTS_Normalized,Elongation_Normalized,Hardness_Normalized,Uncertainty_Normalized,Uncertainty_Confidence,Performance_Score,Uncertainty_Aware_Score,Uncertainty_Risk,Uncertainty_Aware_Rank,High_Performance_Low_Uncertainty
CAND_03577,Al43.94Co18.64Cr30.43W6.99,4,43.94,18.64,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,100.0,True,945.67615,1799.2856,63.378998,669.9723333333334,1.902644583804861,True,0.49066475,0.9649798603549816,0.789913068760795,1.0,0.7841716623189023,True,2,1581.0852,182.05055,1305.8726,1890.2153,635.409055078125,0.4906647532026274,0.9649798603549815,0.789913068760795,1.0,1.0,0.0,0.7991340670353898,0.6393072536283119,Low,1,True
CAND_01212,Al35.04Co17.31Cr29.08Nb12.60Ti5.97,5,35.04,17.31,29.08,0.0,0.0,0.0,0.0,12.6,0.0,5.97,0.0,0.0,100.0,True,1145.7308,1843.8789,59.48518,557.0157333333334,1.6093473647873544,True,0.6575047,1.0,0.7202695990024529,0.7579437456561352,0.7910103708912546,True,1,1581.0852,182.05055,1305.8726,1890.2153,435.35440507812496,0.6575046148851306,1.0,0.7202695990024529,0.7579437456561352,1.0,0.0,0.7941485952704388,0.6353188762163511,Low,2,True
CAND_04351,Al32.90Cr29.10Nb18.03Ti10.80W9.17,5,32.9,0.0,29.1,0.0,0.0,0.0,0.0,18.03,0.0,10.8,0.0,9.17,100.0,True,1200.7443,1791.2363,58.198544,523.1571333333334,1.4917716916499848,True,0.7033843,0.9586585607417066,0.6972572765580053,0.6853876852459672,0.7757353391115014,True,3,1581.0852,182.05055,1305.8726,1890.2153,380.34090507812493,0.7033843019140019,0.9586585607417066,0.6972572765580053,0.6853876852459672,1.0,0.0,0.7754289794553091,0.6203431835642473,Low,3,True
CAND_02578,Al29.62Cr29.26Nb17.81Ti23.31,4,29.62,0.0,29.26,0.0,0.0,0.0,0.0,17.81,0.0,23.31,0.0,0.0,100.0,True,1174.8495,1758.3973,58.008778,488.8427333333333,1.4967000615832708,True,0.6817888,0.9328693420518416,0.6938631881126383,0.6118548847362395,0.7496414789586858,False,121,1581.0852,182.05055,1305.8726,1890.2153,406.23570507812497,0.6817887786392564,0.9328693420518415,0.6938631881126383,0.6118548847362392,1.0,0.0,0.7502451864195938,0.6001961491356751,Low,4,True
CAND_02476,Al28.16Co11.76Cr32.84Ni5.45Ti8.12W13.67,6,28.16,11.76,32.84,0.0,0.0,0.0,0.0,0.0,5.45,8.12,0.0,13.67,100.0,True,1068.8793,1759.1621,61.04905,480.71906666666666,1.6458005551457535,True,0.59341264,0.9334699570052204,0.7482404320128756,0.5944465675164271,0.734291880486117,True,5,1581.0852,182.05055,1305.8726,1890.2153,512.2059050781249,0.5934126598613764,0.9334699570052203,0.7482404320128756,0.5944465675164271,1.0,0.0,0.7420332667982368,0.5936266134385895,Low,5,True
CAND_01568,Al30.25Cr30.90Nb9.66Ti8.48W20.71,5,30.25,0.0,30.9,0.0,0.0,0.0,0.0,9.66,0.0,8.48,0.0,20.71,100.0,True,1156.1299,1824.3159,53.32445,499.2757333333333,1.57795064994083,True,0.66617715,0.9846367281211416,0.6100809323918637,0.6342119041717531,0.7428961891967383,True,4,1581.0852,182.05055,1305.8726,1890.2153,424.9553050781251,0.6661771671383399,0.9846367281211416,0.6100809323918637,0.6342119041717529,1.0,0.0,0.7400913755642495,0.5920731004513996,Low,6,True
CAND_04973,Al17.16Co17.69Cr33.86Mo6.13Ni7.54W17.62,6,17.16,17.69,33.86,0.0,0.0,0.0,6.13,0.0,7.54,0.0,0.0,17.62,100.0,True,1110.7784,1728.5272,65.303566,367.668,1.5561403913205312,True,0.6283554,0.9094116685176856,0.8243352203112458,0.3521878792510944,0.7202421056629092,True,11,1581.0852,182.05055,1305.8726,1890.2153,470.3068050781251,0.6283553120247795,0.9094116685176857,0.8243352203112458,0.3521878792510944,1.0,0.0,0.7300410765425385,0.5840328612340308,Low,7,True
CAND_02851,Al31.60Cr27.80Fe9.82Ti11.11W19.67,5,31.6,0.0,27.8,0.0,9.82,0.0,0.0,0.0,0.0,11.11,0.0,19.67,100.0,True,1160.3707,1783.2567,52.322704,510.22673333333336,1.536799108834783,True,0.6697139,0.9523919981345124,0.5921640530573545,0.6576789529437564,0.7333246448657306,False,122,1581.0852,182.05055,1305.8726,1890.2153,420.71450507812506,0.6697138731605352,0.9523919981345124,0.5921640530573545,0.6576789529437564,1.0,0.0,0.7294471265892574,0.5835577012714059,Low,8,True
CAND_01089,Al28.37Co31.80Cr24.22Nb15.61,4,28.37,31.8,24.22,0.0,0.0,0.0,0.0,15.61,0.0,0.0,0.0,0.0,100.0,True,1011.7163,1704.0853,61.939262,504.0119333333333,1.68435092478505,True,0.54574037,0.8902168847454695,0.7641624531501023,0.6443611724024133,0.7184819673463773,True,13,1581.0852,182.05055,1305.8726,1890.2153,569.368905078125,0.545740351252919,0.8902168847454695,0.7641624531501023,0.6443611724024133,1.0,0.0,0.7294030650422633,0.5835224520338106,Low,9,True
CAND_00960,Al37.55Cr34.69Cu6.86Fe6.29Mn5.32Nb9.29,6,37.55,0.0,34.69,6.86,6.29,5.32,0.0,9.29,0.0,0.0,0.0,0.0,100.0,True,1114.2775,1705.6156,54.2524,562.3697333333334,1.5306919975666513,True,0.63127345,0.8914186643782567,0.626677922226071,0.7694169060182305,0.7288896622338347,True,7,1581.0852,182.05055,1305.8726,1890.2153,466.8077050781251,0.6312734614405179,0.8914186643782567,0.626677922226071,0.7694169060182305,1.0,0.0,0.7286598772441624,0.5829279017953299,Low,10,True
