Property,Feature,Material_Feature,Mean_SHAP,Mean_Absolute_SHAP,SHAP_Value_Min,SHAP_Value_Max,Feature_Value_Min,Feature_Value_Max,Feature_SHAP_Correlation
YS,numeric__test_temperature_c,test_temperature_c,14.956565856933594,217.79904174804688,-856.8700561523438,502.2486572265625,-196.0,1200.0,-0.9759368397618882
YS,numeric__mo_at_pct,mo_at_pct,-17.871109008789062,78.59248352050781,-130.05918884277344,237.37013244628906,0.0,31.240237425804438,0.8754869386573281
YS,numeric__al_at_pct,al_at_pct,4.520689964294434,49.0460090637207,-72.5018539428711,278.4997863769531,0.0,31.25,0.784867087319979
YS,numeric__ni_at_pct,ni_at_pct,-4.542854309082031,46.97385025024414,-121.17939758300781,131.5281524658203,2.702702702702702,70.0,-0.6074439709224702
YS,numeric__ti_at_pct,ti_at_pct,17.091529846191406,45.16773223876953,-66.71592712402344,209.796142578125,0.0,60.002799944001126,0.5185566415504409
YS,numeric__co_at_pct,co_at_pct,-9.483705520629883,39.703941345214844,-204.0857696533203,129.0455780029297,0.0,34.602076124567475,-0.7533337866562401
YS,numeric__cr_at_pct,cr_at_pct,21.765127182006836,32.68925857543945,-43.07353210449219,246.16802978515625,4.0,31.33133133133133,0.7249423584161055
YS,numeric__nb_at_pct,nb_at_pct,1.6204479932785034,32.32905578613281,-40.423309326171875,110.64955139160156,0.0,30.303030303030305,0.7627293293699496
YS,numeric__mn_at_pct,mn_at_pct,-15.642106056213379,28.19134521484375,-180.64501953125,23.351261138916016,0.0,44.0,-0.9355866518823296
YS,numeric__density_calc_g_cm3,density_calc_g_cm3,2.368530511856079,25.07259178161621,-85.25599670410156,233.67332458496094,1.4,77.0,0.2777903633052273
YS,numeric__grain_size_um,grain_size_um,4.804226398468018,21.09998321533203,-121.66950225830078,503.6573791503906,0.03,500.0,-0.09039953679981816
YS,numeric__v_at_pct,v_at_pct,-4.507872104644775,20.017641067504883,-35.511112213134766,134.44500732421875,0.0,45.32,0.7781439303538629
YS,numeric__fe_at_pct,fe_at_pct,8.078106880187988,19.184810638427734,-171.75888061523438,68.55701446533203,4.0,55.00550055005501,-0.600713365508973
YS,numeric__zr_at_pct,zr_at_pct,-6.199161052703857,14.809755325317383,-45.87390899658203,55.779354095458984,0.0,30.303030303030305,0.8258021473517243
YS,numeric__ta_at_pct,ta_at_pct,-0.6762300729751587,10.441710472106934,-47.4572639465332,61.000091552734375,0.0,25.0,0.6694999334132002
YS,numeric__si_at_pct,si_at_pct,-3.726438045501709,9.061089515686035,-9.217642784118652,173.0482177734375,0.0,11.11111111111111,0.966210054873217
YS,numeric__cu_at_pct,cu_at_pct,0.4636566936969757,8.39862060546875,-107.31306457519531,34.99399185180664,0.0,24.0,-0.7814638219389177
YS,numeric__mixing_enthalpy,mixing_enthalpy,1.076316237449646,5.949297904968262,-15.91484260559082,298.02850341796875,-15.4313060779093,2.72,0.2246235722904297
YS,numeric__matrix_volume_pct,matrix_volume_pct,-0.9521085023880005,5.619638442993164,-73.49288940429688,106.24114227294922,50.0,100.0,-0.9339434447402469
YS,numeric__c_at_pct,c_at_pct,-0.821342945098877,4.289328098297119,-264.5123291015625,14.997715950012207,0.0,23.07692307692308,-0.9383512149768192
YS,numeric__density_exp_g_cm3,density_exp_g_cm3,-0.27113428711891174,4.12904167175293,-162.83213806152344,64.94869995117188,1.46,10.91,0.5748760377388611
YS,numeric__atomic_size_mismatch,atomic_size_mismatch,-0.26668182015419006,3.570838451385498,-27.58562469482422,64.33731079101562,0.31645140307467,5.824560519578,-0.3141692089562435
YS,numeric__vec,vec,0.10840556770563126,3.0952625274658203,-19.48198699951172,128.77362060546875,7.20033334896781,8.69465249692272,0.05224635186110957
YS,numeric__mg_at_pct,mg_at_pct,0.09110020846128464,2.9715733528137207,-166.25656127929688,3.52131724357605,0.0,46.59832246039143,-0.9792512166798106
YS,numeric__w_at_pct,w_at_pct,1.4722000360488892,2.6001741886138916,-34.50100326538086,48.68901824951172,0.0,25.0,0.23579102438554636
YS,numeric__hf_at_pct,hf_at_pct,1.7217189073562622,2.2043373584747314,-11.508217811584473,17.52108383178711,0.0,22.22222222222222,-0.014859892004643811
YS,numeric__mixing_entropy,mixing_entropy,0.244360089302063,2.2037599086761475,-40.66144561767578,72.10972595214844,11.4419892970977,14.8940076193598,0.7848069803814907
YS,numeric__li_at_pct,li_at_pct,-0.14182552695274353,0.3615730404853821,-27.795438766479492,0.17938418686389923,0.0,39.01890189018902,-0.9624409307391913
YS,numeric__sn_at_pct,sn_at_pct,-0.01655910350382328,0.034777313470840454,-6.73242712020874,0.024805856868624687,0.0,6.25,-0.9910772303860497
YS,numeric__ca_at_pct,ca_at_pct,-0.005435288418084383,0.0065180291421711445,-0.6760381460189819,0.04460505023598671,0.0,10.006997900629807,-0.6475388269714917
YS,numeric__zn_at_pct,zn_at_pct,0.0,0.0,0.0,0.0,0.0,20.0,
YS,numeric__re_at_pct,re_at_pct,0.0,0.0,0.0,0.0,0.0,11.627906976744187,
YS,numeric__s_at_pct,s_at_pct,0.0,0.0,0.0,0.0,0.0,18.181818181818183,
