Nominal_Coverage,Quantile,Empirical_Coverage,Mean_Interval_Width,Median_Interval_Width
0.8,266.23165262972566,0.8011334363730036,532.4633052594512,532.4633052594513
0.9,408.2183013434661,0.9010819165378671,816.436602686932,816.4366026869322
0.95,563.709985046005,0.9510561566202989,1127.4199700920105,1127.41997009201
